ID,LogFC_x_Cha,LogFC_x_Man,LogFC_x_Kow,LogFC_x_Nor,LogFC_x_Mar,LogFC_x_Wah,LogFC_x_Fla,LogFC_x_Laz,LogFC_x_Ber,LogFC_x_Gro,LogFC_x_Sun,LogFC_x_Kir,Mean,Stdev,Gene,Counts
2474,,,,,,,,,,,-2.4079492162,,-2.4079492162,,Gm44223,1
2475,,,,,,,,,,,-2.6272086026,,-2.6272086026,,Gm17233,1
2476,,,,,,,,,,,-1.8331178538,,-1.8331178538,,Gm24016,1
2477,1.0631724473,,,,,,,,,,,,1.0631724473,,Pias1,1
2478,,,,,,,,,,,0.8459568469,,0.8459568469,,Glt8d2,1
2479,,,,,,,,,,,-0.5928591593,,-0.5928591593,,Slc25a38,1
2480,,,,,1.06102909,,,,,,,,1.06102909,,Gp1ba,1
2481,,,,,,,,,,,-0.4614888428,,-0.4614888428,,Hdac10,1
2482,-0.9243162395,,,,,,,,,,,,-0.9243162395,,Clstn1,1
2483,1.713939945,,,,,,,,,,,,1.713939945,,Trib1,1
2484,,,,,,,,,,,0.7312042783,,0.7312042783,,Mansc1,1
2485,-0.2277611228,,,,,,,,,,,,-0.2277611228,,Klra16,1
2486,,,,0.9903221747,,,,,,,,,0.9903221747,,Pcyt1b,1
2487,,,-0.2963179868,,,,,,,,,,-0.2963179868,,Pus1,1
2488,,,,,,,,,,,-1.4066999421,,-1.4066999421,,Gm43697,1
2489,,,,,-0.8486026445,,,,,,,,-0.8486026445,,Gid4,1
2490,,,,0.7076211594,,,,,,,,,0.7076211594,,Akap7,1
2491,,,,,,,,,,,9.439532418,,9.439532418,,Igkv12-38,1
2492,,,,,,,,,,,0.4348412376,,0.4348412376,,Yes1,1
2493,,,,-2.3716529666,,,,,,,,,-2.3716529666,,Baz1b,1
2494,,,,,-0.7483050189,,,,,,,,-0.7483050189,,Dhx36,1
2495,,,,,,,,,,,0.5536462916,,0.5536462916,,Megf9,1
2496,-1.126926047,,,,,,,,,,,,-1.126926047,,Eml3,1
2497,,,,,,,-1.01009547254167,,,,,,-1.01009547254167,,B330016D10Rik,1
2498,-0.82080237,,,,,,,,,,,,-0.82080237,,Hnrnpa1,1
2499,2.5085248293,,,,,,,,,,,,2.5085248293,,Mtpn,1
2501,,,,,,,,,,,-1.6869894624,,-1.6869894624,,Gm39363,1
2502,1.8914957069,,,,,,,,,,,,1.8914957069,,Itgav,1
2503,0.7895509949,,,,,,,,,,,,0.7895509949,,Zfp24,1
2504,,,,,,,,,,,,-0.5920949204,-0.5920949204,,Akip1,1
2505,,,,,,,,,,,2.5807292984,,2.5807292984,,Mpzl3,1
2506,,,,,,,,,,,-3.2291692423,,-3.2291692423,,Gm12786,1
2507,,,,,,,,,,,-0.6367931954,,-0.6367931954,,Cdca8,1
2508,1.8006479286,,,,,,,,,,,,1.8006479286,,Ptp4a1,1
2509,,,,,,,,,,,-1.3321096933,,-1.3321096933,,Gm25744,1
2510,-2.5934675978,,,,,,,,,,,,-2.5934675978,,Grb10,1
2511,-1.3820487144,,,,,,,,,,,,-1.3820487144,,Rps27,1
2512,,,,,,,,,,,-1.5981065623,,-1.5981065623,,Cd244a,1
2513,,,,0.7495862848,,,,,,,,,0.7495862848,,Pten,1
2514,0.5607057663,,,,,,,,,,,,0.5607057663,,Ssr1,1
2515,,,,,,,,,,,-0.4381138788,,-0.4381138788,,Spout1,1
2516,0.7664539266,,,,,,,,,,,,0.7664539266,,Osbpl2,1
2517,,,,,,,,,,,1.6147311599,,1.6147311599,,Fam131c,1
2518,-0.149385763,,,,,,,,,,,,-0.149385763,,Sms,1
2519,,,,,,,,,,,-1.0459444146,,-1.0459444146,,Igfbp3,1
2520,-0.3101260226,,,,,,,,,,,,-0.3101260226,,Mup3,1
2521,,,,,-0.6457297943,,,,,,,,-0.6457297943,,Klhl42,1
2522,-0.7220435535,,,,,,,,,,,,-0.7220435535,,Dleu2,1
2523,1.2469394026,,,,,,,,,,,,1.2469394026,,Pnpla8,1
2524,,,,,-1.1693517254,,,,,,,,-1.1693517254,,Zcchc3,1
2525,-0.2248718529,,,,,,,,,,,,-0.2248718529,,Foxc1,1
2526,,,,,,,,,,,-2.4617071353,,-2.4617071353,,Timp4,1
2527,,,,,,,,,,,1.7288715498,,1.7288715498,,Ifi209,1
2528,-1.0553665525,,,,,,,,,,,,-1.0553665525,,Incenp,1
2529,,,,,,,0.81065210884583,,,,,,0.81065210884583,,Apol9a,1
2530,,,,,-2.2270882027,,,,,,,,-2.2270882027,,Hck,1
2531,,,,,,,,,,,1.6608336763,,1.6608336763,,Gm7854,1
2532,,,,,-0.862161257,,,,,,,,-0.862161257,,Limd2,1
2533,,,,,,,,,,,-1.6785885817,,-1.6785885817,,Gm5638,1
2534,,,,,,,,,,,-1.4965563736,,-1.4965563736,,Edn3,1
2535,1.8993406665,,,,,,,,,,,,1.8993406665,,Ankrd13c,1
2536,1.3813759785,,,,,,,,,,,,1.3813759785,,Sept2,1
2537,,,,,,,,,,,1.5255270803,,1.5255270803,,Gm42518,1
2538,-1.3252505845,,,,,,,,,,,,-1.3252505845,,Fam173a,1
2539,0.6952849868,,,,,,,,,,,,0.6952849868,,Cpt1a,1
2540,,,,,,,,,,,-0.99885693,,-0.99885693,,Parvb,1
2541,,,,,-1.7304042324,,,,,,,,-1.7304042324,,Gm17244,1
2542,,,,,,,,,,,3.7455461314,,3.7455461314,,Rpl21-ps12,1
2543,0.8730296583,,,,,,,,,,,,0.8730296583,,Sri,1
2544,,,,,,,,,,,2.0033256938,,2.0033256938,,Cldn2,1
2545,,,,,,,,,,,2.9582362658,,2.9582362658,,Cltrn,1
2546,,,,,,,,,,,0.8099954185,,0.8099954185,,5830444B04Rik,1
2547,,,,-0.7523855864,,,,,,,,,-0.7523855864,,Abcf1,1
2548,,,,,,,,,,,-1.2471087669,,-1.2471087669,,Gm24629,1
2549,,,,-0.7043230485,,,,,,,,,-0.7043230485,,Rbm26,1
2550,1.6376450785,,,,,,,,,,,,1.6376450785,,Ndfip1,1
2552,,,,,,,,,,,-0.5116709712,,-0.5116709712,,Arhgap11a,1
2553,-1.517685532,,,,,,,,,,,,-1.517685532,,Vps16,1
2554,,,,,,,,,-0.4560676328,,,,-0.4560676328,,Prkcd,1
2555,,,,,,,,,,,-3.2768383013,,-3.2768383013,,Caln1,1
2556,-1.156848468,,,,,,,,,,,,-1.156848468,,Sys1,1
2558,,,,,-1.0815397097,,,,,,,,-1.0815397097,,Chka,1
2559,,,,1.3027135604,,,,,,,,,1.3027135604,,Unc13b,1
2560,1.0270168151,,,,,,,,,,,,1.0270168151,,Srprb,1
2561,,,,,,,,,,,1.0157918609,,1.0157918609,,Cfap300,1
2562,1.4249410984,,,,,,,,,,,,1.4249410984,,Arl2bp,1
2563,,,-0.5599817911,,,,,,,,,,-0.5599817911,,Eif5a,1
2564,,,,,,,-0.863939811866668,,,,,,-0.863939811866668,,Vegfc,1
2565,,,,,,,,,,,4.2466611092,,4.2466611092,,Ighv1-19,1
2566,,,,,,,,,,,-3.0867738816,,-3.0867738816,,Gm10801,1
2567,,,,,,-0.9108368831,,,,,,,-0.9108368831,,Ube2e3,1
2568,,,,,,,,,,,1.7873849342,,1.7873849342,,2810442N19Rik,1
2569,-0.3057694806,,,,,,,,,,,,-0.3057694806,,Acad8,1
2570,,,,,,,,,,,3.0746956298,,3.0746956298,,Galnt9,1
2571,,,-0.3350200177,,,,,,,,,,-0.3350200177,,Gpank1,1
2572,,,,1.3364308844,,,,,,,,,1.3364308844,,Prkag2,1
2574,-1.8109677494,,,,,,,,,,,,-1.8109677494,,Commd4,1
2575,,,,,,,,,,,1.2197209245,,1.2197209245,,Sat2,1
2576,-1.419341971,,,,,,,,,,,,-1.419341971,,Mef2d,1
2577,,,,,0.4358006972,,,,,,,,0.4358006972,,Rpa1,1
2578,,,,,,,,,,,-1.9243570806,,-1.9243570806,,Gm26693,1
2579,,,,,,,0.742866325199998,,,,,,0.742866325199998,,Szt2,1
2581,-0.5052357616,,,,,,,,,,,,-0.5052357616,,Gtf3c4,1
2582,,,,,,,,,,,0.4434950739,,0.4434950739,,Cmtm4,1
2583,,,,,-0.6966059777,,,,,,,,-0.6966059777,,2900026A02Rik,1
2584,,,,,,,,,,,-1.3645788803,,-1.3645788803,,Nlrp10,1
2585,-1.1325499,,,,,,,,,,,,-1.1325499,,Rrp1b,1
2586,-1.6900967046,,,,,,,,,,,,-1.6900967046,,Ifi35,1
2587,,,,,,,,,,,2.8155582764,,2.8155582764,,Pcdh10,1
2588,,,,-0.8129079513,,,,,,,,,-0.8129079513,,Zmynd11,1
2589,1.069058961,,,,,,,,,,,,1.069058961,,Tuba4a,1
2590,,,,,,,,,,,1.2632290195,,1.2632290195,,Kcnc3,1
2591,-2.3083344595,,,,,,,,,,,,-2.3083344595,,Matk,1
2592,,,,,-0.9766882877,,,,,,,,-0.9766882877,,Tmpo,1
2593,,,,,,,-1.011721605525,,,,,,-1.011721605525,,Rny1,1
2594,,,,,,,-0.610195644291671,,,,,,-0.610195644291671,,Lix1l,1
2595,1.7296772761,,,,,,,,,,,,1.7296772761,,Mfsd14a,1
2596,,,,,,,,,,,1.4266217397,,1.4266217397,,Gm11399,1
2597,-2.8227410836,,,,,,,,,,,,-2.8227410836,,Sppl3,1
2598,,,,,-0.8190197311,,,,,,,,-0.8190197311,,Myo5a,1
2599,,,,,-1.1912985287,,,,,,,,-1.1912985287,,Ap1ar,1
2600,,,,,-6.8956039704,,,,,,,,-6.8956039704,,Tlr1,1
2601,,,,,,,,,,,-1.2000733454,,-1.2000733454,,Gpr179,1
2602,-1.032536805,,,,,,,,,,,,-1.032536805,,Fam184b,1
2603,-0.3751714603,,,,,,,,,,,,-0.3751714603,,Tmem183a,1
2604,-0.7698966013,,,,,,,,,,,,-0.7698966013,,Ftl1,1
2605,-1.0172616605,,,,,,,,,,,,-1.0172616605,,Mpnd,1
2606,,,,,,,,,,,-1.2067715114,,-1.2067715114,,Gm42031,1
2607,-0.5199250238,,,,,,,,,,,,-0.5199250238,,Rpl27,1
2609,2.3376843198,,,,,,,,,,,,2.3376843198,,Anxa4,1
2610,-1.5855855423,,,,,,,,,,,,-1.5855855423,,Cbarp,1
2611,,,,,-3.2544841786,,,,,,,,-3.2544841786,,5830416I19Rik,1
2612,,,,0.618920609,,,,,,,,,0.618920609,,Erbb2ip,1
2613,-2.79354777,,,,,,,,,,,,-2.79354777,,Man2b1,1
2614,,,,,,,,,,,-1.2539579656,,-1.2539579656,,Samd11,1
2615,-1.1222613864,,,,,,,,,,,,-1.1222613864,,Mrps18b,1
2616,,,,,,,,,,,0.5561181997,,0.5561181997,,9330182L06Rik,1
2617,,,,,,,,,,,1.2109776415,,1.2109776415,,Col8a2,1
2618,,,,,,,,,,,1.5740945545,,1.5740945545,,F9,1
2619,,,,,0.4558133889,,,,,,,,0.4558133889,,Sptlc2,1
2620,,,,,,,,,,,2.1690252345,,2.1690252345,,Cpeb1,1
2621,,,,,,,,,,,-1.1183903353,,-1.1183903353,,Lypd6b,1
2622,,,,,,,,,,,-2.217669332,,-2.217669332,,Gm16599,1
2623,,,,,,,,,,,0.9399568958,,0.9399568958,,Pcdhgb2,1
2624,-1.204727162,,,,,,,,,,,,-1.204727162,,Ip6k1,1
2625,,,,,,,,,,,0.4945296483,,0.4945296483,,D630039A03Rik,1
2626,,,,,,,,,,,-1.000029108,,-1.000029108,,Adam11,1
2627,3.2434386613,,,,,,,,,,,,3.2434386613,,App,1
2628,,0.3154817468,,,,,,,,,,,0.3154817468,,Mid1,1
2629,,,,,,,,,,,1.5504072687,,1.5504072687,,Gm16178,1
2630,,,,,,,,,,,-2.8783418255,,-2.8783418255,,Gm29438,1
2631,,,,,0.701555947,,,,,,,,0.701555947,,4930519L02Rik,1
2632,,,,,,,,,,,1.3807531888,,1.3807531888,,Capn11,1
2633,-1.4112199548,,,,,,,,,,,,-1.4112199548,,Suv420h2,1
2634,,,,,,,,,,,-0.5729110926,,-0.5729110926,,Fbxo5,1
2635,,,,,1.4558267102,,,,,,,,1.4558267102,,Rbm19,1
2636,1.9858609086,,,,,,,,,,,,1.9858609086,,Arl6ip5,1
2637,1.5337521879,,,,,,,,,,,,1.5337521879,,Atxn10,1
2638,-1.4340989805,,,,,,,,,,,,-1.4340989805,,1700094D03Rik,1
2639,,,,,,0.7568759013,,,,,,,0.7568759013,,Cdc14a,1
2640,-1.5681172628,,,,,,,,,,,,-1.5681172628,,Gm20559,1
2642,,,0.351463325,,,,,,,,,,0.351463325,,Rps19,1
2643,3.0456401894,,,,,,,,,,,,3.0456401894,,Mpp5,1
2644,,,,,,,,,,,7.6273029483,,7.6273029483,,Ighv9-4,1
2645,,,,,,,,,-0.5000606182,,,,-0.5000606182,,Prrt2,1
2646,,,,,,,,,,,0.6856258885,,0.6856258885,,Ccdc136,1
2647,,,,,,,,,,,2.7310363329,,2.7310363329,,Klrg1,1
2648,,,,,,,,,,,-2.8587316536,,-2.8587316536,,Gm11168,1
2649,,,,,,,,,,,0.5464488604,,0.5464488604,,Prxl2a,1
2650,-0.1990549996,,,,,,,,,,,,-0.1990549996,,Dkk1,1
2651,-0.5066618958,,,,,,,,,,,,-0.5066618958,,Puf60,1
2652,-0.9991370556,,,,,,,,,,,,-0.9991370556,,Eif4g1,1
2653,1.2373626725,,,,,,,,,,,,1.2373626725,,Klhdc2,1
2654,-0.3925328947,,,,,,,,,,,,-0.3925328947,,Zfp455,1
2655,,,,,,,,,,,0.5143998847,,0.5143998847,,Asah1,1
2656,,,,,,,-1.64813231533334,,,,,,-1.64813231533334,,Lipo3,1
2657,,,,,,,,,,,-1.1718851899,,-1.1718851899,,Gm23969,1
2658,3.0011260835,,,,,,,,,,,,3.0011260835,,Cct8,1
2659,,,,,7.2769405655,,,,,,,,7.2769405655,,Rsf1os2,1
2660,,,,,,,,,,,1.5212334461,,1.5212334461,,Rps27-ps1,1
2661,,,,,,,,,,,1.5713915444,,1.5713915444,,Smpdl3b,1
2662,,,,,,,,,,,1.7406366377,,1.7406366377,,Pcdhb15,1
2663,,,,,,,,,,,-0.4598567064,,-0.4598567064,,Cuedc1,1
2664,,,,,,,,,,,-2.2714882985,,-2.2714882985,,Tnn,1
2665,0.6525524092,,,,,,,,,,,,0.6525524092,,Ptpn21,1
2666,1.3512029418,,,,,,,,,,,,1.3512029418,,Lonp2,1
2667,1.36446704,,,,,,,,,,,,1.36446704,,Cbfb,1
2668,,,,,,,,,,,-1.3725157244,,-1.3725157244,,Gm27415,1
2669,1.0876499049,,,,,,,,,,,,1.0876499049,,Eif2s3x,1
2670,0.614633448,,,,,,,,,,,,0.614633448,,Kank3,1
2671,2.0372183279,,,,,,,,,,,,2.0372183279,,G3bp1,1
2672,,,,,,,-0.838907343858337,,,,,,-0.838907343858337,,Gapdh,1
2673,,,,,-1.6890551659,,,,,,,,-1.6890551659,,Vegfa,1
2674,,,,,,,,,,,-2.2174791176,,-2.2174791176,,Gm15544,1
2675,,,,,0.5037137412,,,,,,,,0.5037137412,,Pik3ip1,1
2676,,,,,,,,,,,7.7160655651,,7.7160655651,,Igkv8-21,1
2677,,,,,,,,,,,2.0652339253,,2.0652339253,,Gm26850,1
2678,,,-0.2503034441,,,,,,,,,,-0.2503034441,,Ncbp1,1
2679,,,,,,,,,,,9.3985892647,,9.3985892647,,Igkv6-20,1
2680,1.9033423703,,,,,,,,,,,,1.9033423703,,Ssbp1,1
2681,,,,,,,,,,,-1.2049522204,,-1.2049522204,,Cald1,1
2682,,,,,,,,,,,-0.8043078864,,-0.8043078864,,Dnd1,1
2683,,,,,,,,,,,-0.9538057924,,-0.9538057924,,Cp,1
2684,,,,,-1.5230787822,,,,,,,,-1.5230787822,,Cdan1,1
2685,,,,,,,,,,,-2.1297168411,,-2.1297168411,,Prlr,1
2686,-3.2286526474,,,,,,,,,,,,-3.2286526474,,Atad3a,1
2689,,,,,,,,,,,-1.0865208734,,-1.0865208734,,Cfc1,1
2690,,,,,-0.5337067266,,,,,,,,-0.5337067266,,Wipi2,1
2691,,,,,,,,,,,-0.6069716344,,-0.6069716344,,Clasrp,1
2692,,,,,,,,,,,1.0178249979,,1.0178249979,,mt-Tp,1
2693,,,,,,,,,,,1.5515466348,,1.5515466348,,Ptgs2os2,1
2694,,,,,,,,,,,-3.7635429042,,-3.7635429042,,Gm18829,1
2695,1.5824025576,,,,,,,,,,,,1.5824025576,,Moap1,1
2696,,,,,,,,,,,2.7892426599,,2.7892426599,,Gm12993,1
2697,-2.4194863,,,,,,,,,,,,-2.4194863,,Slc16a6,1
2698,0.455192755,,,,,,,,,,,,0.455192755,,Hexa,1
2699,-0.2726189944,,,,,,,,,,,,-0.2726189944,,Sf3b3,1
2700,-0.55130955,,,,,,,,,,,,-0.55130955,,Polr1c,1
2701,1.1425360871,,,,,,,,,,,,1.1425360871,,Mtch1,1
2702,,,,,,,,,,,-0.6506938464,,-0.6506938464,,Pimreg,1
2703,2.1144393463,,,,,,,,,,,,2.1144393463,,Eif1a,1
2704,,,,,1.0879837811,,,,,,,,1.0879837811,,Usp44,1
2705,,,,,,,-0.655853264800006,,,,,,-0.655853264800006,,Elp5,1
2706,2.517884083,,,,,,,,,,,,2.517884083,,Golim4,1
2707,-2.3039195286,,,,,,,,,,,,-2.3039195286,,Cklf,1
2708,,,,,-1.1623010636,,,,,,,,-1.1623010636,,Gm43481,1
2709,0.7835601628,,,,,,,,,,,,0.7835601628,,Zadh2,1
2710,,,,,-0.8170186105,,,,,,,,-0.8170186105,,Orai1,1
2711,,,,,,,,,,,-1.490570651,,-1.490570651,,Gm13184,1
2712,,,,,,,,,,,1.175059755,,1.175059755,,Zbtb8b,1
2713,,,,,0.5754937224,,,,,,,,0.5754937224,,Camk1,1
2714,,,,,,,,,,,0.5490797324,,0.5490797324,,Slc9a6,1
2715,,,,,,,,,,,-1.8260775496,,-1.8260775496,,4930453L07Rik,1
2716,1.2998196234,,,,,,,,,,,,1.2998196234,,Capza2,1
2717,3.246728652,,,,,,,,,,,,3.246728652,,Kif1b,1
2718,-2.5023553073,,,,,,,,,,,,-2.5023553073,,Edc4,1
2719,1.8697211704,,,,,,,,,,,,1.8697211704,,Idi1,1
2720,,,,,0.6408540533,,,,,,,,0.6408540533,,Pigg,1
2721,,,,,,,,,,,0.3865029438,,0.3865029438,,Sp140,1
2722,,,,,,,,,,,-0.8131824396,,-0.8131824396,,Mroh2a,1
2723,-0.9230922136,,,,,,,,,,,,-0.9230922136,,Dus3l,1
2724,-0.2858995541,,,,,,,,,,,,-0.2858995541,,Sytl4,1
2725,,,,0.9931684421,,,,,,,,,0.9931684421,,Pja2,1
2726,,,,,,0.7968113885,,,,,,,0.7968113885,,A630033H20Rik,1
2727,,,,,,,,,,,-1.5675400995,,-1.5675400995,,Gm16315,1
2728,-1.2516899031,,,,,,,,,,,,-1.2516899031,,Map4k4,1
2729,-1.6263619839,,,,,,,,,,,,-1.6263619839,,Mrpl44,1
2730,,,,,,,0.746055505841664,,,,,,0.746055505841664,,Lonrf3,1
2731,,,,-0.6517088138,,,,,,,,,-0.6517088138,,Aaas,1
2732,-0.1999965439,,,,,,,,,,,,-0.1999965439,,4632415L05Rik,1
2733,,,,,,,,,,,1.0465384827,,1.0465384827,,Lgals12,1
2734,,,,,,,,,,,1.5737809283,,1.5737809283,,Gm37336,1
2735,2.6374886476,,,,,,,,,,,,2.6374886476,,Papola,1
2736,,,,,,,,,,,-0.7564448749,,-0.7564448749,,Pld6,1
2737,,,,,,,,,,,1.4084277111,,1.4084277111,,Gstm6,1
2738,,,,,,,,,,,-1.0694008085,,-1.0694008085,,Gm48804,1
2739,,,,,,,,,,,-0.9843678195,,-0.9843678195,,Cachd1,1
2740,,,,,,,,,,,-3.8993019867,,-3.8993019867,,Galntl5,1
2741,-1.1507923146,,,,,,,,,,,,-1.1507923146,,Smdt1,1
2742,,,,,,,,,,,-1.991240517,,-1.991240517,,Gm17133,1
2743,-1.8207550084,,,,,,,,,,,,-1.8207550084,,Slc19a1,1
2744,,,,,,,,,,,-1.2565901166,,-1.2565901166,,Gm49454,1
2745,,,,,,,,,,,-2.1512408598,,-2.1512408598,,Gm43813,1
2746,-1.0258887938,,,,,,,,,,,,-1.0258887938,,Sec24c,1
2747,-1.1983374365,,,,,,,,,,,,-1.1983374365,,Fermt3,1
2749,,,,,,,,,,,-1.5497079594,,-1.5497079594,,Igkv19-93,1
2750,,,,,,,,,,,-1.2613097236,,-1.2613097236,,Gp6,1
2751,,,,,,,,,,,2.0829114037,,2.0829114037,,Ces1d,1
2752,,,,,,,,,,,0.4497435063,,0.4497435063,,Cd84,1
2753,,,,,,,,,,,1.5475613811,,1.5475613811,,Gm43914,1
2754,-0.5243697978,,,,,,,,,,,,-0.5243697978,,Rela,1
2755,,,,,,,,,,,1.1000207762,,1.1000207762,,Clec12b,1
2756,2.9715554004,,,,,,,,,,,,2.9715554004,,Atp6ap2,1
2757,,,,,,,,,,,1.7243781048,,1.7243781048,,Ccr9,1
2758,,,,,,,,,,,-2.4490871315,,-2.4490871315,,Snora43,1
2759,,,,,,,,,,,2.274132114,,2.274132114,,Gm5100,1
2760,,,,,,,,,,,8.2263339315,,8.2263339315,,Ighv1-76,1
2761,,,,,,,,,,,0.7289959552,,0.7289959552,,Syt14,1
2762,-0.4466077925,,,,,,,,,,,,-0.4466077925,,Cntd1,1
2763,,,,,,,,,,,-1.7993911385,,-1.7993911385,,Gm4969,1
2764,,,,,,,,,,,-1.1442674427,,-1.1442674427,,Gm973,1
2765,-1.1290440925,,,,,,,,,,,,-1.1290440925,,Acin1,1
2767,,,,,-1.3718812999,,,,,,,,-1.3718812999,,BC043934,1
2768,,,,,,,,,,,-1.4428475472,,-1.4428475472,,Trabd2b,1
2769,,,,,,,,,,,1.5740945364,,1.5740945364,,6030460B20Rik,1
2770,,,-0.4786192965,,,,,,,,,,-0.4786192965,,Arpc1b,1
2771,,,,,,,,,,,-1.3250178102,,-1.3250178102,,A930006L05Rik,1
2772,,,,,,,,,,,1.2849702337,,1.2849702337,,Cxcr6,1
2773,,,,,,,,,,,1.1827963689,,1.1827963689,,Glns-ps1,1
2774,,,,,-1.2396273534,,,,,,,,-1.2396273534,,Lamp1,1
2775,,,,,,,,,,,-0.9516571597,,-0.9516571597,,Tmem86b,1
2776,,,,,,,,,,0.8454031871,,,0.8454031871,,1600014C10Rik,1
2777,,,,,,,,,,,-1.6423488792,,-1.6423488792,,Cd300e,1
2778,,,,,,,,,,,3.6870702095,,3.6870702095,,Rd3l,1
2779,2.38987394,,,,,,,,,,,,2.38987394,,Arl8b,1
2780,,,,,,,,,,,-0.8760662609,,-0.8760662609,,Mex3b,1
2781,,,,,,,,,,,1.0259262511,,1.0259262511,,Gm14634,1
2782,,,,,,,,,,,-0.7127789014,,-0.7127789014,,Tjp1,1
2783,,,,,,,,,,,1.4098929745,,1.4098929745,,Sh2d2a,1
2784,,,,,,,-0.972137712404171,,,,,,-0.972137712404171,,Polr2d,1
2785,,,,,,,,,,,1.433869623,,1.433869623,,Vsig8,1
2786,,,,,,,,,,,1.2141105015,,1.2141105015,,Pcdhb19,1
2787,,,,,,,,,,,-1.5664364035,,-1.5664364035,,Gm26621,1
2788,,,,-0.8611890935,,,,,,,,,-0.8611890935,,Gins3,1
2789,,,,-1.3361888619,,,,,,,,,-1.3361888619,,Cenpk,1
2790,-1.1772898425,,,,,,,,,,,,-1.1772898425,,Pip5k1a,1
2791,-0.2439657468,,,,,,,,,,,,-0.2439657468,,Abi3bp,1
2792,,,,,,,,,,,-1.6283380313,,-1.6283380313,,Gm6308,1
2793,,,,,4.3642124755,,,,,,,,4.3642124755,,Purg,1
2794,,,,,-6.2910933537,,,,,,,,-6.2910933537,,Gm9968,1
2795,-1.5197190769,,,,,,,,,,,,-1.5197190769,,Metap1d,1
2796,,,,,,,,,,,1.1190814333,,1.1190814333,,Elovl4,1
2797,,,,,,,-0.734837839825003,,,,,,-0.734837839825003,,Eepd1,1
2798,-0.4507229836,,,,,,,,,,,,-0.4507229836,,Wdr54,1
2799,2.2883933484,,,,,,,,,,,,2.2883933484,,Arhgap21,1
2800,,,,,,,,,,,-2.4731443189,,-2.4731443189,,Gm44861,1
2801,,,-0.2706063233,,,,,,,,,,-0.2706063233,,Wrap53,1
2802,,,,,,,,,,,1.9984810577,,1.9984810577,,Ooep,1
2803,,,,,,,,,,,-1.8070971183,,-1.8070971183,,Gm36448,1
2804,,,-0.3359828797,,,,,,,,,,-0.3359828797,,Arntl,1
2805,,,,,,,,,,,0.6450203242,,0.6450203242,,Gipc3,1
2806,,,,,,,1.45586204558333,,,,,,1.45586204558333,,Ccl19,1
2807,,,,,,,,,,,-2.3673459721,,-2.3673459721,,Gm8521,1
2808,,,,,,1.243171539,,,,,,,1.243171539,,Cebpd,1
2809,,,,,,,,,,,1.8229223292,,1.8229223292,,Gm37490,1
2810,,,,,,,,,,,-0.9798352546,,-0.9798352546,,Akna,1
2811,,,,,,,,,,,1.9943550757,,1.9943550757,,Rps15a-ps8,1
2812,,,,,,,,,,,-2.0453111481,,-2.0453111481,,Gm37048,1
2813,,,,,,,,,,,-0.9530958113,,-0.9530958113,,Tpm2,1
2814,,,,,,,,,,,-0.9195255003,,-0.9195255003,,Tmem150b,1
2815,,,,,,,,,,,0.4645861553,,0.4645861553,,Ctnnd1,1
2816,-0.8136426605,,,,,,,,,,,,-0.8136426605,,2810408B13Rik,1
2817,,,,,-0.8672702959,,,,,,,,-0.8672702959,,Galnt10,1
2818,,,,,,,,,,,-1.2899129855,,-1.2899129855,,Gm23964,1
2819,,,,,,,,,,,-0.5834726583,,-0.5834726583,,Impdh1,1
2820,,,,,,,,,,,-2.7605671003,,-2.7605671003,,1300017J02Rik,1
2821,,,,,,,,,,,-0.5461902419,,-0.5461902419,,Specc1,1
2822,,,,,,,,,,,1.5555004375,,1.5555004375,,Lyve1,1
2823,,,,,,,,,,,4.1098369468,,4.1098369468,,Usp26,1
2824,,,,,,,,,,,0.9454540472,,0.9454540472,,Tmem202,1
2825,,,,,,,,,,,-0.6216589017,,-0.6216589017,,Kif18b,1
2826,,,,,,,,,,,-0.8242415231,,-0.8242415231,,Spag5,1
2827,1.6018660571,,,,,,,,,,,,1.6018660571,,Itpr1,1
2828,,,,,,,,,,,-1.6069971457,,-1.6069971457,,8030474K03Rik,1
2829,2.310086897,,,,,,,,,,,,2.310086897,,Ndnl2,1
2830,,,,,-1.533928452,,,,,,,,-1.533928452,,Neto2,1
2831,,,,,,,,,,0.5123868186,,,0.5123868186,,Unc45b,1
2832,,,,,,,,,,,-0.590919997,,-0.590919997,,Cracr2a,1
2833,-1.3093503935,,,,,,,,,,,,-1.3093503935,,Atp6v0b,1
2834,,,,,,,,,,,-2.1933634868,,-2.1933634868,,Adamtsl2,1
2835,,,,,-1.3589734091,,,,,,,,-1.3589734091,,Src,1
2836,-0.4952759412,,,,,,,,,,,,-0.4952759412,,Rnasek,1
2837,,,,,,,,,,,-1.9778078645,,-1.9778078645,,Gm9874,1
2838,,,,,,,,,,,2.2956697781,,2.2956697781,,Eomes,1
2839,1.5944542423,,,,,,,,,,,,1.5944542423,,Rars,1
2840,1.3439830684,,,,,,,,,,,,1.3439830684,,Rap2c,1
2841,,,,,,,,,-0.5178034701,,,,-0.5178034701,,Nt5dc2,1
2842,,,,,,,,,,,-2.1135619665,,-2.1135619665,,Gm44639,1
2843,,,,,,,,,,,1.0007838049,,1.0007838049,,Izumo1,1
2844,,,,,,,,,,,0.8490855611,,0.8490855611,,Pkia,1
2845,,,,,0.7051500829,,,,,,,,0.7051500829,,Sdsl,1
2846,,,,,,,,,,,-1.8985349422,,-1.8985349422,,Gm43147,1
